Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,Break_Enter_Commercial_num,Break_Enter_Dwelling_num,Break_Enter_Other_num,Assault_Nondomestic_num,Commercial_Robbery_num,Street_Robbery_num,Theft_FROM_Vehicle_num,Theft_OF_Vehicle_num,Violence_Other_Non_domestic_num,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_0_4,age_15_19,age_20_24,age_25_34,age_35_44,age_45_54,age_5_14,age_55_64,age_65_74,age_75_plus,age_0_4_percentage_num,age_15_19_percentage_num,age_20_24_percentage_num,age_25_34_percentage_num,age_35_44_percentage_num,age_45_54_percentage_num,age_5_14_percentage_num,age_55_64_percentage_num,age_65_74_percentage_num,age_75_plus_percentage_num,total_people,total_males,total_females,total_other,male_percentage_num,female_percentage_num,other_percentage_num,Residential_Improvement_Project,Demolition,Single_Construction_Permit,Commercial_Multi_Family_Project,Environmental_Restoration_Permit,TotalPermits,calgary_cer_unemployment_rate_num,alberta_unemployment_rate_num,canada_unemployment_rate_num,calgary_cer_total_employment_000_persons_num,calgary_cer_total_employment_month_over_month_change_000_persons,calgary_cer_total_employment_year_over_year_change_000_persons,calgary_cma_average_hourly_wage_rate_num,city_of_calgary_building_permits_residential_value_num,city_of_calgary_building_permits_non_residential_value_num,calgary_city_total_housing_starts_units_num,calgary_cer_retail_sales_billions_num,calgary_cma_total_housing_starts_units,calgary_cma_inflation_rate_change,CLASS_CODE,COMM_NAME,median
CRESCENT HEIGHTS,CRE,2018,6620,351,CENTRE,-114.061613235218,51.0594959468307,5302.11480362538,8.57586103950504,.1538,.1154,0,.1538,.0128,.0513,.1538,.141,.0897,1445.83349609375,3585.98168945312,294,155,384,1942,1299,716,378,684,411,339,4.45,2.35,5.82,29.42,19.68,10.85,5.73,10.36,6.23,5.13,6602,3312,3282,8,50.17,49.71,.12,15,11,12,33,0,71,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""CRESCENT HEIGHTS""",332000
CRESTMONT,CRM,2018,1690,26,WEST,-114.269046716287,51.0837027715359,1538.46153846154,7.33853819507459,0,.3158,0,0,0,0,.3684,.2632,0,5607.623046875,9237.42578125,130,103,59,140,365,325,274,192,75,23,7.71,6.11,3.5,8.3,21.65,19.28,16.25,11.39,4.45,1.36,1686,848,838,0,50.3,49.7,0,14,0,125,1,0,140,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,CRESTMONT,602750
CITYSCAPE,CSC,2018,3104,37,NORTHEAST,-113.961258031484,51.1470315569672,1192.01030927835,7.08339649631134,.0833,.125,0,.0417,0,0,.4167,.2917,.0417,2475.44555664062,2689.7529296875,330,180,170,617,653,316,523,178,98,34,10.65,5.81,5.49,19.91,21.07,10.2,16.88,5.74,3.16,1.1,3099,1551,1548,0,50.05,49.95,0,48,0,99,10,0,157,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,CITYSCAPE,353000
DALHOUSIE,DAL,2018,8940,174,NORTHWEST,-114.158155359284,51.1094099373607,1946.30872483221,7.5736898960172,.1143,.1286,0,.1429,.0143,.0571,.1714,.1714,.1143,701.077575683593,4828.66015625,418,481,684,1342,1307,987,1084,1072,833,721,4.68,5.39,7.66,15.03,14.64,11.05,12.14,12.01,9.33,8.07,8929,4427,4453,49,49.58,49.87,.55,37,6,1,7,0,51,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,DALHOUSIE,445250
DOUGLASDALE/GLEN,DDG,2018,12881,180,SOUTHEAST,-114.011908055792,50.9484443719518,1397.4070336154,7.24237367946435,.1579,.193,0,.0526,0,.0175,.193,.1754,.1404,4288.68701171875,5705.2900390625,683,784,757,1424,1798,2054,1338,2159,1310,546,5.31,6.1,5.89,11.08,13.99,15.98,10.41,16.8,10.19,4.25,12853,6459,6388,6,50.25,49.7,.05,43,1,1,20,0,65,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,DOUGLASDALE/GLEN,461500
DIAMOND COVE,DIA,2018,690,9,SOUTH,-114.022655908441,50.9462127523047,1304.34782608696,7.17345844471514,.1429,.2857,0,0,0,0,.4286,.1429,0,3495.33032226562,5085.39404296875,23,33,23,34,78,101,78,156,129,35,3.33,4.78,3.33,4.93,11.3,14.64,11.3,22.61,18.7,5.07,690,357,333,0,51.74,48.26,0,2,0,0,0,0,2,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DIAMOND COVE""",546500
DISCOVERY RIDGE,DIS,2018,4280,50,WEST,-114.216872185645,51.0154997524375,1168.22429906542,7.06324018182253,.0714,.25,0,.0357,0,.1071,.25,.1786,.1071,3190.341796875,5205.29736328125,104,418,253,242,460,935,638,705,345,173,2.43,9.78,5.92,5.66,10.77,21.88,14.93,16.5,8.07,4.05,4273,2100,2173,0,49.15,50.85,0,24,0,10,2,0,36,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DISCOVERY RIDGE""",343000
DOWNTOWN COMMERCIAL CORE,DNC,2018,8683,1148,CENTRE,-114.069593711153,51.0472744352176,13221.236899689,9.48957967178909,.1348,.1011,0,.1348,.0562,.1348,.1348,.1348,.1348,76.8824768066406,2840.02416992187,420,120,894,3179,1504,693,376,656,462,358,4.85,1.39,10.32,36.7,17.36,8,4.34,7.57,5.33,4.13,8662,4387,4160,115,50.65,48.03,1.33,0,1,0,577,0,578,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DOWNTOWN COMMERCIAL CORE""",120000
DOWNTOWN EAST VILLAGE,DNE,2018,3893,133,CENTRE,-114.050847945606,51.0470903306967,3416.3883894169,8.13633924558153,.1346,.0577,0,.2115,0,.1538,.1538,.0962,.1923,438.705505371093,2013.5478515625,84,51,319,1219,692,367,40,434,470,205,2.16,1.31,8.22,31.41,17.83,9.46,1.03,11.18,12.11,5.28,3881,2301,1574,6,59.29,40.56,.15,0,0,0,28,0,28,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DOWNTOWN EAST VILLAGE""",277500
DOWNTOWN WEST END,DNW,2018,2785,98,CENTRE,-114.087779359209,51.0479691401918,3518.85098743268,8.16588979127942,.2128,.0851,0,.1702,.0638,.0638,.1702,.1489,.0851,89.8144378662109,3931.49365234375,151,44,136,889,510,299,128,311,206,104,5.44,1.58,4.9,32,18.36,10.76,4.61,11.2,7.42,3.74,2778,1452,1326,0,52.27,47.73,0,0,0,0,25,0,25,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DOWNTOWN WEST END""",228500
DOVER,DOV,2018,10351,375,EAST,-113.993054009063,51.0225677225041,3622.83837310405,8.19501307855689,.1059,.1176,0,.1412,.0353,.0941,.1412,.1412,.1176,2719.45922851562,3321.8212890625,585,450,522,1469,1647,1364,1116,1496,1106,574,5.66,4.36,5.05,14.22,15.95,13.21,10.8,14.48,10.71,5.56,10329,5354,4975,0,51.83,48.17,0,32,0,0,9,1,42,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,DOVER,278500
DEER RIDGE,DRG,2018,3973,79,SOUTH,-114.020234049873,50.926573869162,1988.42184747043,7.59509656162265,.2,.1111,0,.1556,.0444,0,.2222,.2,.0222,3625.26635742187,3519.419921875,269,204,199,545,651,509,508,500,375,200,6.79,5.15,5.03,13.76,16.44,12.85,12.83,12.63,9.47,5.05,3960,1901,2059,0,48.01,51.99,0,20,0,0,3,0,23,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DEER RIDGE""",363500
DEER RUN,DRN,2018,5065,75,SOUTH,-114.009087704597,50.925406722045,1480.75024679171,7.30030416182375,.0513,.1282,0,.1282,.0256,0,.3077,.2051,.1026,4412.0361328125,4090.70458984375,281,221,271,600,737,616,537,911,686,197,5.56,4.37,5.36,11.86,14.57,12.18,10.62,18.01,13.57,3.9,5057,2557,2493,7,50.56,49.3,.14,23,0,0,1,0,24,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""DEER RUN""",403000
EAGLE RIDGE,EAG,2018,302,38,SOUTH,-114.096793220934,50.9887442740445,12582.7814569536,9.44008460732174,.0455,.0455,0,.3182,0,0,.2273,.0455,.3182,1921.30078125,2367.9873046875,7,18,12,14,21,45,25,57,55,40,2.38,6.12,4.08,4.76,7.14,15.31,8.5,19.39,18.71,13.61,294,156,138,0,53.06,46.94,0,1,1,1,1,0,4,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""EAGLE RIDGE""",1480000
EAU CLAIRE,EAU,2018,2030,123,CENTRE,-114.072821819323,51.0536069934899,6059.11330049261,8.70931874830681,.234,0,0,.1915,0,.0638,.234,.1064,.1489,752.986145019531,3492.41479492187,35,25,32,185,229,596,27,475,267,155,1.73,1.23,1.58,9.13,11.3,29.42,1.33,23.45,13.18,7.65,2026,1017,1009,0,50.2,49.8,0,1,0,0,80,0,81,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""EAU CLAIRE""",34000
EDGEMONT,EDG,2018,15395,179,NORTHWEST,-114.14395321027,51.1245878462416,1162.7151672621,7.05851321045238,.1,.2,0,.0833,.05,.0333,.2,.1667,.1,2635.43334960937,5002.61474609375,573,983,960,1300,1786,2232,1937,2678,1973,969,3.72,6.39,6.24,8.45,11.6,14.5,12.59,17.4,12.82,6.3,15391,7548,7652,191,49.04,49.72,1.24,62,0,0,8,0,70,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,EDGEMONT,568500
ELBOW PARK,EPK,2018,3342,91,CENTRE,-114.083805311106,51.0213430417356,2722.92040694195,7.90946026233174,.1351,.1622,0,.027,0,0,.2703,.1892,.0541,1624.70178222656,2760.19262695312,180,252,173,156,423,535,563,574,303,169,5.41,7.57,5.2,4.69,12.71,16.08,16.92,17.25,9.1,5.08,3328,1677,1651,0,50.39,49.61,0,32,8,11,4,0,55,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""ELBOW PARK""",1280000
ERIN WOODS,ERI,2018,7049,147,EAST,-113.967668817217,51.0209762755992,2085.40218470705,7.64271700997509,.1321,.0566,0,.1132,.0189,.0189,.2264,.2264,.0755,3476.33374023437,4828.49560546875,484,427,387,992,1177,1019,1050,969,393,134,6.88,6.07,5.5,14.11,16.74,14.49,14.93,13.78,5.59,1.91,7032,3576,3456,0,50.85,49.15,0,22,0,0,2,0,24,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""ERIN WOODS""",302000
ERLTON,ERL,2018,1270,66,CENTRE,-114.063146483044,51.026333793586,5196.85039370079,8.55580802754402,.225,.075,0,.075,0,.05,.25,.2,.075,702.404907226562,1767.21691894531,49,22,35,334,225,189,51,195,124,43,3.87,1.74,2.76,26.36,17.76,14.92,4.03,15.39,9.79,3.39,1267,650,617,0,51.3,48.7,0,8,1,3,0,0,12,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,ERLTON,339000
EVERGREEN,EVE,2018,21500,159,SOUTH,-114.115675577896,50.9187168849481,739.53488372093,6.60602145307471,.1346,.1923,0,.0577,0,.0192,.2308,.1731,.1154,3027.70092773437,4161.6826171875,1263,1380,1177,2321,3646,3472,3455,2488,1456,825,5.88,6.42,5.48,10.8,16.97,16.16,16.08,11.58,6.78,3.84,21483,10530,10909,44,49.02,50.78,.2,93,0,0,2,0,95,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,EVERGREEN,442500
EVANSTON,EVN,2018,17685,162,NORTH,-114.112451127993,51.1710853564502,916.030534351145,6.82004969856303,.0847,.2034,0,.0847,0,.0508,.2034,.2034,.1017,8252.8564453125,8127.72509765625,1831,814,639,3242,3919,1949,3170,1070,606,438,10.36,4.6,3.61,18.34,22.17,11.03,17.93,6.05,3.43,2.48,17678,8747,8841,90,49.48,50.01,.51,203,0,195,20,0,418,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,EVANSTON,461000
ELBOYA,EYA,2018,1754,76,CENTRE,-114.073604590215,51.0129933454481,4332.95324971494,8.37400463232443,.1707,.0732,0,.0976,.0244,0,.2683,.1463,.0976,994.829223632812,1708.47619628906,100,108,92,204,303,253,237,226,154,75,5.71,6.16,5.25,11.64,17.29,14.44,13.53,12.9,8.79,4.28,1752,893,859,0,50.97,49.03,0,11,1,2,4,0,18,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,ELBOYA,783500
FAIRVIEW,FAI,2018,3646,114,SOUTH,-114.060360943982,50.9853821213235,3126.71420735052,8.04773795812612,.1296,.0741,0,.1296,0,0,.2222,.1852,.1111,1234.59484863281,1596.92736816406,199,146,205,582,613,477,371,514,287,248,5.46,4.01,5.63,15.98,16.83,13.1,10.19,14.11,7.88,6.81,3642,1828,1814,0,50.19,49.81,0,25,1,0,3,0,29,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,FAIRVIEW,412000
FALCONRIDGE,FAL,2018,10653,366,NORTHEAST,-113.945374990249,51.1033063837853,3435.65192903407,8.1419619767604,.0854,.122,0,.122,.0732,.061,.1463,.1463,.122,2125.56640625,1864.77624511718,847,671,694,1779,1814,1250,1719,1082,609,175,7.96,6.31,6.52,16.72,17.05,11.75,16.16,10.17,5.72,1.64,10640,5493,5147,0,51.63,48.37,0,22,0,0,5,0,27,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,FALCONRIDGE,302000
FOOTHILLS,FHI,2018,317,260,EAST,-113.982038225305,50.9939630291718,82018.927444795,11.3147053221085,.2143,0,0,.2143,0,.0179,.2143,.2143,.125,5874.59619140625,5688.58251953125,0,0,40,44,56,46,0,48,40,0,0,0,14.6,16.06,20.44,16.79,0,17.52,14.6,0,274,262,12,0,95.62,4.38,0,0,1,0,75,0,76,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,2,"""FOOTHILLS INDUSTRIAL""",2160000
FOREST HEIGHTS,FHT,2018,6496,206,EAST,-113.968757932774,51.0492431481107,3171.18226600985,8.06185975191829,.0959,.0822,0,.1644,.0685,.0685,.1644,.1507,.0548,1364.31372070312,1983.8818359375,317,410,397,864,1149,890,808,819,467,358,4.89,6.33,6.13,13.34,17.73,13.74,12.47,12.64,7.21,5.53,6479,3384,3089,6,52.23,47.68,.09,13,0,0,5,0,18,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""FOREST HEIGHTS""",292500
FOREST LAWN INDUSTRIAL,FLI,2018,123,84,EAST,-113.95696985983,51.0270947769487,68292.6829268293,11.1315579084411,.2222,0,0,.1556,.0222,0,.2444,.2444,.0889,3438.30908203125,4486.46826171875,0,0,7,9,20,16,0,24,17,6,0,0,7.07,9.09,20.2,16.16,0,24.24,17.17,6.06,99,79,20,0,79.8,20.2,0,0,0,0,9,0,9,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,2,"""FOREST LAWN -  INDUSTRIAL""",1007000
FOREST LAWN,FLN,2018,7814,528,EAST,-113.970001917997,51.0378480479757,6757.10263629383,8.81834947306147,.1134,.1237,0,.1237,.0515,.1134,.1237,.1237,.1134,1992.810546875,3013.66357421875,453,413,437,1161,1384,1147,967,1066,467,308,5.81,5.29,5.6,14.88,17.74,14.7,12.39,13.66,5.98,3.95,7803,4244,3559,0,54.39,45.61,0,23,6,3,22,0,54,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""FOREST LAWN""",313500
GARRISON GREEN,GAG,2018,2060,29,WEST,-114.124526281995,51.0030551541776,1407.76699029126,7.24976003317308,.1765,.0588,0,.0588,0,0,.2941,.1176,.1765,4166.51123046875,3723.78002929687,172,64,72,318,401,225,273,171,188,173,8.36,3.11,3.5,15.46,19.49,10.94,13.27,8.31,9.14,8.41,2057,927,1130,0,45.07,54.93,0,9,0,0,1,0,10,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""GARRISON GREEN""",288000
GARRISON WOODS,GAW,2018,3116,11,CENTRE,-114.113614498849,51.0171782305198,353.016688061617,5.86651533077796,0,0,0,0,0,0,.4444,.2222,0,2838.94775390625,3523.00805664062,156,163,84,344,443,533,403,354,265,357,5.03,5.25,2.71,11.09,14.28,17.18,12.99,11.41,8.54,11.51,3102,1386,1716,0,44.68,55.32,0,25,1,1,8,0,35,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""GARRISON WOODS""",429000
GLENBROOK,GBK,2018,7442,143,WEST,-114.152694837934,51.0241940524139,1921.52647137866,7.56087518632357,.1833,.0833,0,.1,.0333,0,.2,.1667,.1,1532.75866699218,1548.65234375,466,369,457,1358,1262,894,914,837,461,407,6.28,4.97,6.15,18.29,17,12.04,12.31,11.27,6.21,5.48,7425,3561,3864,0,47.96,52.04,0,50,11,19,5,0,85,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,GLENBROOK,434500
GLENDALE,GDL,2018,2765,73,WEST,-114.152718890057,51.0333713917687,2640.14466546112,7.87858899216218,.0652,.1087,0,.1087,.0217,.0652,.2174,.1739,.1087,520.671875,534.902160644531,174,158,148,379,399,339,326,443,234,162,6.3,5.72,5.36,13.72,14.45,12.27,11.8,16.04,8.47,5.87,2762,1365,1397,0,49.42,50.58,0,25,4,4,5,0,38,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,GLENDALE,569500
GLAMORGAN,GLA,2018,6522,137,WEST,-114.153227625248,51.0155267770981,2100.58264336093,7.64997003444909,.1207,.0862,0,.0862,.069,.0172,.2069,.1897,.0862,2497.189453125,2516.38940429687,362,263,430,1060,1035,788,643,908,569,442,5.57,4.05,6.62,16.31,15.92,12.12,9.89,13.97,8.75,6.8,6500,3175,3319,6,48.85,51.06,.09,21,1,1,12,0,35,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,GLAMORGAN,413500
GREENWOOD/GREENBRIAR,GRE,2018,896,9,NORTHWEST,-114.222970681154,51.0898653710054,1004.46428571429,6.91220962933152,0,.125,0,.25,0,0,.125,.125,.375,3792.85424804687,7610.5224609375,27,37,34,78,97,126,52,205,167,69,3.03,4.15,3.81,8.74,10.87,14.13,5.83,22.98,18.72,7.74,892,445,447,0,49.89,50.11,0,2,0,0,7,0,9,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,GREENWOOD/GREENBRIAR,391000
GREENVIEW INDUSTRIAL PARK,GRI,2018,225,183,CENTRE,-114.049058669989,51.0865182006534,81333.3333333333,11.3063112156072,.2558,.0233,0,.0465,.0233,.0233,.2558,.2558,.093,4209.5146484375,2698.11645507812,0,0,0,13,12,0,0,0,79,99,0,0,0,6.4,5.91,0,0,0,38.92,48.77,203,75,128,0,36.95,63.05,0,0,0,0,16,0,16,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,2,"""GREENVIEW INDUSTRIAL PARK""",1010000
GREENVIEW,GRV,2018,1906,99,CENTRE,-114.057469902625,51.0948561350657,5194.12381951731,8.55528323089067,.2222,.0444,0,.2,0,0,.2667,.2,.0444,4245.77880859375,2425.466796875,154,46,103,385,422,233,150,208,117,78,8.12,2.43,5.43,20.31,22.26,12.29,7.91,10.97,6.17,4.11,1896,970,926,0,51.16,48.84,0,3,0,0,2,0,5,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,GREENVIEW,207000
HAMPTONS,HAM,2018,7382,78,NORTHWEST,-114.146684192313,51.1450928396944,1056.6242210783,6.96283440806988,.0606,.3636,0,.0606,0,0,.2121,.1818,.1212,4749.1376953125,6948.61865234375,186,508,578,560,650,1260,697,1523,939,458,2.53,6.9,7.85,7.61,8.83,17.12,9.47,20.7,12.76,6.22,7359,3636,3697,26,49.41,50.24,.35,24,1,0,0,0,25,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,HAMPTONS,675000
HARVEST HILLS,HAR,2018,7420,116,NORTH,-114.052777977324,51.1476775860305,1563.3423180593,7.35458131991517,.1042,.1458,0,.0833,.0208,.0208,.25,.1875,.125,6795.57470703125,3226.79028320312,340,495,570,800,996,1335,880,1106,591,302,4.59,6.68,7.69,10.79,13.43,18,11.87,14.92,7.97,4.07,7415,3699,3688,28,49.89,49.74,.38,17,0,30,17,0,64,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""HARVEST HILLS""",417000
HAWKWOOD,HAW,2018,9248,116,NORTHWEST,-114.175615363158,51.1309781015205,1254.32525951557,7.13435306516443,.0417,.2292,0,.125,0,0,.2083,.2292,.125,2358.00805664062,7123.02734375,339,565,609,881,1058,1319,1040,1767,1129,521,3.67,6.12,6.6,9.55,11.47,14.29,11.27,19.15,12.23,5.65,9228,4596,4632,0,49.8,50.2,0,37,0,0,0,0,37,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,HAWKWOOD,484500
HAYSBORO,HAY,2018,7080,236,SOUTH,-114.083340239542,50.972214842335,3333.33333333333,8.11172808330807,.1579,.0658,0,.1447,.0132,.0658,.1447,.1579,.1316,902.619201660156,2938.58837890625,432,240,367,1296,1224,901,592,1017,554,444,6.11,3.4,5.19,18.34,17.32,12.75,8.38,14.39,7.84,6.28,7067,3499,3558,10,49.51,50.35,.14,70,2,2,23,0,97,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,HAYSBORO,413000
HIDDEN VALLEY,HID,2018,11566,143,NORTH,-114.119609232562,51.1519370842053,1236.3825004323,7.11994505651197,.0385,.1923,0,.0385,.0192,.0192,.2308,.1923,.1346,6115.583984375,6910.25634765625,572,999,768,1221,1633,2189,1573,1573,761,262,4.95,8.65,6.65,10.57,14.14,18.95,13.62,13.62,6.59,2.27,11551,5846,5678,27,50.61,49.16,.23,44,0,0,1,0,45,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""HIDDEN VALLEY""",428500
HILLHURST,HIL,2018,6558,322,CENTRE,-114.093646014089,51.0572775317228,4910.03354681305,8.49903605311004,.1644,.0822,0,.1233,.0274,.0274,.1644,.1507,.1096,657.699462890625,3831.01196289062,355,167,702,1556,1198,837,519,691,378,136,5.43,2.55,10.74,23.8,18.32,12.8,7.94,10.57,5.78,2.08,6539,3231,3302,6,49.41,50.5,.09,36,8,9,41,0,94,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,HILLHURST,481500
HIGHWOOD,HIW,2018,2258,106,CENTRE,-114.079891126916,51.0923594230363,4694.41984056687,8.45412981437269,.08,.18,0,.12,.04,.06,.2,.16,.06,3303.67797851562,1056.83569335937,112,109,129,347,372,286,272,332,150,134,4.99,4.86,5.75,15.47,16.58,12.75,12.13,14.8,6.69,5.97,2243,1118,1125,0,49.84,50.16,0,44,6,12,4,0,66,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,HIGHWOOD,490000
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,2018,2798,144,CENTRE,-114.10572976666,51.0631795385646,5146.53323802716,8.5460786093208,.129,.0645,0,.1774,.0161,.0323,.1935,.1613,.0806,254.523452758789,3260.24877929687,93,140,145,271,328,332,270,477,427,308,3.33,5.02,5.2,9.71,11.75,11.9,9.67,17.09,15.3,11.04,2791,1329,1462,0,47.62,52.38,0,18,7,5,10,0,40,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""HOUNSFIELD HEIGHTS/BRIAR HILL""",573000
HIGHLAND PARK,HPK,2018,3838,179,CENTRE,-114.062055847743,51.0880181785581,4663.88744137572,8.44760459424334,.0845,.1408,0,.1408,0,.0282,.169,.169,.0986,3440.41040039062,2336.81762695312,282,91,217,777,798,485,322,459,229,172,7.36,2.37,5.66,20.28,20.82,12.66,8.4,11.98,5.98,4.49,3832,1986,1846,0,51.83,48.17,0,40,16,25,6,0,87,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""HIGHLAND PARK""",499000
HUNTINGTON HILLS,HUN,2018,13420,409,NORTH,-114.066709443959,51.1175822918393,3047.69001490313,8.02213921048736,.0964,.1205,0,.1446,.012,.0602,.1446,.1446,.1325,5673.78515625,2219.97778320312,766,652,724,1930,1969,1802,1549,1800,1210,1006,5.71,4.86,5.4,14.39,14.69,13.44,11.55,13.42,9.02,7.5,13408,6629,6743,36,49.44,50.29,.27,45,0,1,13,0,59,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,"""HUNTINGTON HILLS""",396000
INGLEWOOD,ING,2018,4024,169,CENTRE,-114.019125812911,51.0341405235045,4199.80119284294,8.34279246811373,.1587,.0476,0,.1746,0,0,.1905,.1746,.127,1130.67907714843,1339.70361328125,211,101,143,915,801,569,266,601,275,129,5.26,2.52,3.57,22.81,19.97,14.19,6.63,14.98,6.86,3.22,4011,1984,2010,17,49.46,50.11,.42,30,4,5,32,0,71,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,INGLEWOOD,392000
KINCORA,KCA,2018,6889,65,NORTH,-114.132865129752,51.1602667074817,943.533168819858,6.84963151927267,.1818,.2727,0,0,0,.0303,.2424,.2121,.0606,6584.91162109375,8094.8564453125,540,360,337,1099,1279,1005,1167,617,359,115,7.85,5.23,4.9,15.98,18.6,14.61,16.97,8.97,5.22,1.67,6878,3459,3419,0,50.29,49.71,0,31,0,0,2,0,33,.076,.0665,.0595,862.85,1.25,15.55,32.05,221901375.17,124359547.57,717.5,2.69771809555185,835,.0246,1,KINCORA,468500
